source,round,log,m,recv,experts,layout,rank0_us,mean_rank_us,max_rank_us,tflops,hbm_gbs
baseline,20,round_20_mimo.log,512,4097,48,BN256-standard,1024.0,1046.9,1055.0,302.1,1085.0
baseline,20,round_20_mimo.log,1024,8140,48,BN256-standard,1535.0,1557.1,1565.0,400.4,783.0
baseline,20,round_20_mimo.log,2048,16409,48,BN128-split,2852.0,2875.8,2885.0,434.4,487.0
baseline,20,round_20_mimo.log,4096,32686,48,BN128-split,5431.0,5453.6,5464.0,454.4,323.0
baseline,20,round_20_mimo.log,8192,65538,48,BN128-split,10157.0,10187.5,10195.0,487.1,246.0
baseline,21,round_21_mimo.log,8,64,39,BN256-standard,489.6,492.0,498.1,9.9,1694.0
baseline,21,round_21_mimo.log,16,118,45,BN256-standard,569.0,572.9,579.9,15.7,1684.0
baseline,21,round_21_mimo.log,32,241,48,BN256-standard,581.8,583.8,590.3,31.3,1761.0
baseline,21,round_21_mimo.log,64,546,48,BN256-standard,535.9,538.2,541.7,76.9,1925.0
baseline,21,round_21_mimo.log,128,984,48,BN256-standard,578.6,573.6,583.6,128.4,1800.0
baseline,21,round_21_mimo.log,256,2037,48,BN256-standard,569.3,567.7,575.8,270.1,1871.0
baseline,21,round_21_mimo.log,512,4097,48,BN256-standard,1041.0,1047.6,1058.0,297.1,1068.0
baseline,21,round_21_mimo.log,1024,8140,48,BN256-standard,1542.0,1539.9,1546.0,398.5,780.0
baseline,21,round_21_mimo.log,2048,16409,48,BN128-split,2888.0,2881.4,2888.0,429.0,481.0
baseline,21,round_21_mimo.log,4096,32686,48,BN128-split,5466.0,5462.1,5471.0,451.5,321.0
baseline,21,round_21_mimo.log,8192,65538,48,BN128-split,10217.0,10208.5,10223.0,484.3,244.0
baseline,22,round_22_mimo.log,8,64,39,BN256-standard,495.4,492.0,495.4,9.8,1674.0
baseline,22,round_22_mimo.log,16,118,45,BN256-standard,558.7,559.5,564.3,15.9,1715.0
baseline,22,round_22_mimo.log,32,241,48,BN256-standard,560.1,561.3,564.5,32.5,1830.0
baseline,22,round_22_mimo.log,64,546,48,BN256-standard,628.8,628.9,649.3,65.6,1641.0
baseline,22,round_22_mimo.log,128,984,48,BN256-standard,600.3,614.9,628.1,123.7,1735.0
baseline,22,round_22_mimo.log,256,2037,48,BN256-standard,554.1,578.2,588.2,277.5,1922.0
baseline,22,round_22_mimo.log,512,4097,48,BN256-standard,1014.0,1037.1,1045.0,305.0,1096.0
baseline,22,round_22_mimo.log,1024,8140,48,BN256-standard,1530.0,1557.6,1563.0,401.7,786.0
baseline,22,round_22_mimo.log,2048,16409,48,BN128-split,2846.0,2868.6,2876.0,435.3,488.0
baseline,22,round_22_mimo.log,4096,32686,48,BN128-split,5441.0,5458.6,5465.0,453.5,323.0
baseline,22,round_22_mimo.log,8192,65538,48,BN128-split,10203.0,10223.5,10234.0,485.0,245.0
baseline,23,round_23_mimo.log,8,64,39,BN256-standard,498.9,494.5,499.5,9.7,1663.0
baseline,23,round_23_mimo.log,16,118,45,BN256-standard,627.8,616.2,629.2,14.2,1526.0
baseline,23,round_23_mimo.log,32,241,48,BN256-standard,569.8,564.7,569.8,31.9,1798.0
baseline,23,round_23_mimo.log,64,546,48,BN256-standard,550.9,544.6,550.9,74.8,1872.0
baseline,23,round_23_mimo.log,128,984,48,BN256-standard,570.2,562.7,571.5,130.3,1826.0
baseline,23,round_23_mimo.log,256,2037,48,BN256-standard,553.3,552.0,556.4,278.0,1925.0
baseline,23,round_23_mimo.log,512,4097,48,BN256-standard,1026.0,1027.9,1035.0,301.5,1083.0
baseline,23,round_23_mimo.log,1024,8140,48,BN256-standard,1548.0,1545.4,1552.0,397.0,777.0
baseline,23,round_23_mimo.log,2048,16409,48,BN128-split,2871.0,2867.9,2875.0,431.5,484.0
baseline,23,round_23_mimo.log,4096,32686,48,BN128-split,5464.0,5458.4,5464.0,451.6,321.0
baseline,23,round_23_mimo.log,8192,65538,48,BN128-split,10164.0,10163.8,10168.0,486.8,246.0
baseline,24,round_24_mimo.log,8,64,39,BN256-standard,492.7,493.8,496.9,9.8,1684.0
baseline,24,round_24_mimo.log,16,118,45,BN256-standard,576.1,571.5,576.1,15.5,1663.0
baseline,24,round_24_mimo.log,32,241,48,BN256-standard,585.3,581.4,587.0,31.1,1751.0
baseline,24,round_24_mimo.log,64,546,48,BN256-standard,619.3,607.7,622.9,66.6,1666.0
baseline,24,round_24_mimo.log,128,984,48,BN256-standard,537.4,536.7,539.4,138.2,1938.0
baseline,24,round_24_mimo.log,256,2037,48,BN256-standard,552.1,551.7,553.9,278.6,1929.0
baseline,24,round_24_mimo.log,512,4097,48,BN256-standard,1019.0,1028.4,1031.0,303.5,1091.0
baseline,24,round_24_mimo.log,1024,8140,48,BN256-standard,1546.0,1545.2,1550.0,397.5,778.0
baseline,24,round_24_mimo.log,2048,16409,48,BN128-split,2850.0,2848.1,2850.0,434.7,487.0
baseline,24,round_24_mimo.log,4096,32686,48,BN128-split,5441.0,5439.5,5441.0,453.5,323.0
baseline,24,round_24_mimo.log,8192,65538,48,BN128-split,10178.0,10175.0,10180.0,486.1,245.0
baseline,25,round_25_mimo.log,8,64,39,BN256-standard,504.0,504.8,510.0,9.6,1646.0
baseline,25,round_25_mimo.log,16,118,45,BN256-standard,549.2,557.3,562.7,16.2,1745.0
baseline,25,round_25_mimo.log,32,241,48,BN256-standard,585.1,593.1,608.3,31.1,1751.0
baseline,25,round_25_mimo.log,64,546,48,BN256-standard,529.1,529.4,533.8,77.9,1950.0
baseline,25,round_25_mimo.log,128,984,48,BN256-standard,612.6,604.5,619.2,121.3,1700.0
baseline,25,round_25_mimo.log,256,2037,48,BN256-standard,545.7,555.0,559.2,281.8,1952.0
baseline,25,round_25_mimo.log,512,4097,48,BN256-standard,1031.0,1032.5,1038.0,300.0,1078.0
baseline,25,round_25_mimo.log,1024,8140,48,BN256-standard,1546.0,1542.8,1546.0,397.5,778.0
baseline,25,round_25_mimo.log,2048,16409,48,BN128-split,2858.0,2859.8,2866.0,433.5,486.0
baseline,25,round_25_mimo.log,4096,32686,48,BN128-split,5428.0,5430.2,5435.0,454.6,323.0
baseline,25,round_25_mimo.log,8192,65538,48,BN128-split,10186.0,10184.8,10188.0,485.8,245.0
baseline,26,round_26_mimo.log,8,64,39,BN256-standard,493.6,497.7,502.1,9.8,1680.0
baseline,26,round_26_mimo.log,16,118,45,BN256-standard,604.9,599.8,616.0,14.7,1584.0
baseline,26,round_26_mimo.log,32,241,48,BN256-standard,578.6,578.8,584.7,31.4,1771.0
baseline,26,round_26_mimo.log,64,546,48,BN256-standard,535.8,533.5,537.1,76.9,1925.0
baseline,26,round_26_mimo.log,128,984,48,BN256-standard,540.9,536.7,540.9,137.3,1925.0
baseline,26,round_26_mimo.log,256,2037,48,BN256-standard,574.1,567.5,574.1,267.9,1855.0
baseline,26,round_26_mimo.log,512,4097,48,BN256-standard,1037.0,1034.6,1039.0,298.3,1072.0
baseline,26,round_26_mimo.log,1024,8140,48,BN256-standard,1550.0,1546.4,1550.0,396.5,776.0
baseline,26,round_26_mimo.log,2048,16409,48,BN128-split,2858.0,2854.4,2858.0,433.5,486.0
baseline,26,round_26_mimo.log,4096,32686,48,BN128-split,5436.0,5435.0,5440.0,454.0,323.0
baseline,26,round_26_mimo.log,8192,65538,48,BN128-split,10177.0,10183.6,10187.0,486.2,245.0
baseline,27,round_27_mimo.log,8,64,39,BN256-standard,503.1,499.1,503.7,9.6,1649.0
baseline,27,round_27_mimo.log,16,118,45,BN256-standard,582.0,582.4,591.1,15.3,1646.0
baseline,27,round_27_mimo.log,32,241,48,BN256-standard,584.1,584.2,595.0,31.2,1754.0
baseline,27,round_27_mimo.log,64,546,48,BN256-standard,554.8,566.0,577.7,74.3,1859.0
baseline,27,round_27_mimo.log,128,984,48,BN256-standard,577.3,568.5,577.3,128.7,1804.0
baseline,27,round_27_mimo.log,256,2037,48,BN256-standard,580.8,574.1,582.0,264.8,1834.0
baseline,27,round_27_mimo.log,512,4097,48,BN256-standard,1051.0,1049.0,1057.0,294.3,1058.0
baseline,27,round_27_mimo.log,1024,8140,48,BN256-standard,1570.0,1564.8,1576.0,391.4,766.0
baseline,27,round_27_mimo.log,2048,16409,48,BN128-split,2875.0,2873.0,2881.0,430.9,483.0
baseline,27,round_27_mimo.log,4096,32686,48,BN128-split,5506.0,5499.4,5512.0,448.2,319.0
baseline,27,round_27_mimo.log,8192,65538,48,BN128-split,10198.0,10194.1,10206.0,485.2,245.0
baseline,28,round_28_mimo.log,8,64,39,BN256-standard,513.0,507.0,513.0,9.4,1617.0
baseline,28,round_28_mimo.log,16,118,45,BN256-standard,580.8,578.5,585.8,15.3,1650.0
baseline,28,round_28_mimo.log,32,241,48,BN256-standard,571.4,576.0,581.2,31.8,1793.0
baseline,28,round_28_mimo.log,64,546,48,BN256-standard,542.1,545.8,550.8,76.0,1903.0
baseline,28,round_28_mimo.log,128,984,48,BN256-standard,563.5,559.0,565.7,131.8,1848.0
baseline,28,round_28_mimo.log,256,2037,48,BN256-standard,552.5,550.3,553.9,278.3,1928.0
baseline,28,round_28_mimo.log,512,4097,48,BN256-standard,1027.0,1021.2,1027.0,301.2,1082.0
baseline,28,round_28_mimo.log,1024,8140,48,BN256-standard,1565.0,1556.8,1565.0,392.7,768.0
baseline,28,round_28_mimo.log,2048,16409,48,BN128-split,2857.0,2852.2,2857.0,433.6,486.0
baseline,28,round_28_mimo.log,4096,32686,48,BN128-split,5454.0,5447.5,5454.0,452.5,322.0
baseline,28,round_28_mimo.log,8192,65538,48,BN128-split,10197.0,10190.5,10197.0,485.2,245.0
baseline,29,round_29_mimo.log,8,64,39,BN256-standard,541.9,527.1,541.9,8.9,1531.0
baseline,29,round_29_mimo.log,16,118,45,BN256-standard,574.2,568.9,574.9,15.5,1669.0
baseline,29,round_29_mimo.log,32,241,48,BN256-standard,593.4,583.4,593.4,30.7,1727.0
baseline,29,round_29_mimo.log,64,546,48,BN256-standard,562.2,554.8,562.5,73.3,1835.0
baseline,29,round_29_mimo.log,128,984,48,BN256-standard,608.6,591.2,608.6,122.1,1711.0
baseline,29,round_29_mimo.log,256,2037,48,BN256-standard,602.2,592.1,602.2,255.4,1769.0
baseline,29,round_29_mimo.log,512,4097,48,BN256-standard,1106.0,1095.9,1112.0,279.7,1005.0
baseline,29,round_29_mimo.log,1024,8140,48,BN256-standard,1565.0,1555.6,1565.0,392.7,768.0
baseline,29,round_29_mimo.log,2048,16409,48,BN128-split,2880.0,2871.2,2880.0,430.2,482.0
baseline,29,round_29_mimo.log,4096,32686,48,BN128-split,5486.0,5474.5,5486.0,449.8,320.0
baseline,29,round_29_mimo.log,8192,65538,48,BN128-split,10207.0,10195.2,10207.0,484.8,245.0
baseline,30,round_30_mimo.log,8,64,39,BN256-standard,488.3,489.8,495.9,9.9,1699.0
baseline,30,round_30_mimo.log,16,118,45,BN256-standard,595.6,592.6,599.9,15.0,1609.0
baseline,30,round_30_mimo.log,32,241,48,BN256-standard,590.2,584.1,590.2,30.8,1736.0
baseline,30,round_30_mimo.log,64,546,48,BN256-standard,550.6,549.1,554.3,74.9,1874.0
baseline,30,round_30_mimo.log,128,984,48,BN256-standard,553.4,556.1,565.2,134.2,1882.0
baseline,30,round_30_mimo.log,256,2037,48,BN256-standard,620.3,619.5,634.1,247.9,1717.0
baseline,30,round_30_mimo.log,512,4097,48,BN256-standard,1017.0,1022.3,1028.0,304.1,1093.0
baseline,30,round_30_mimo.log,1024,8140,48,BN256-standard,1540.0,1539.1,1547.0,399.1,781.0
baseline,30,round_30_mimo.log,2048,16409,48,BN128-split,2853.0,2851.6,2857.0,434.2,487.0
baseline,30,round_30_mimo.log,4096,32686,48,BN128-split,5437.0,5448.0,5455.0,453.9,323.0
baseline,30,round_30_mimo.log,8192,65538,48,BN128-split,10195.0,10191.6,10199.0,485.3,245.0
final,1,round_01_mimo.log,8,64,39,BN256-grouped,437.9,438.1,443.1,11.0,1894.0
final,1,round_01_mimo.log,16,118,45,BN256-grouped,500.9,517.5,525.5,17.8,1913.0
final,1,round_01_mimo.log,32,241,48,BN256-grouped,507.1,507.3,512.2,35.9,2021.0
final,1,round_01_mimo.log,64,546,48,BN256-grouped,525.5,539.6,546.5,78.4,1963.0
final,1,round_01_mimo.log,128,984,48,BN256-grouped,558.3,554.6,561.2,133.1,1865.0
final,1,round_01_mimo.log,256,2037,48,BN256-grouped,585.2,576.8,585.2,262.8,1820.0
final,1,round_01_mimo.log,512,4097,48,BN256-grouped,1039.0,1032.8,1041.0,297.7,1070.0
final,1,round_01_mimo.log,1024,8140,48,BN256-grouped,1556.0,1547.8,1559.0,395.0,773.0
final,1,round_01_mimo.log,2048,16409,48,BN256-grouped,2904.0,2899.1,2909.0,426.6,478.0
final,1,round_01_mimo.log,4096,32686,48,BN256-grouped,5470.0,5464.2,5473.0,451.1,321.0
final,1,round_01_mimo.log,8192,65538,48,BN256-grouped,10565.0,10559.8,10571.0,468.3,236.0
final,2,round_02_mimo.log,8,64,39,BN256-grouped,461.4,458.7,466.6,10.5,1798.0
final,2,round_02_mimo.log,16,118,45,BN256-grouped,520.5,513.5,523.0,17.1,1841.0
final,2,round_02_mimo.log,32,241,48,BN256-grouped,541.1,536.7,547.2,33.6,1894.0
final,2,round_02_mimo.log,64,546,48,BN256-grouped,548.0,545.3,553.2,75.2,1882.0
final,2,round_02_mimo.log,128,984,48,BN256-grouped,565.2,559.4,566.4,131.4,1843.0
final,2,round_02_mimo.log,256,2037,48,BN256-grouped,584.5,578.7,587.0,263.1,1822.0
final,2,round_02_mimo.log,512,4097,48,BN256-grouped,1042.0,1036.8,1045.0,296.8,1067.0
final,2,round_02_mimo.log,1024,8140,48,BN256-grouped,1522.0,1532.4,1538.0,403.8,790.0
final,2,round_02_mimo.log,2048,16409,48,BN256-grouped,2882.0,2885.2,2890.0,429.9,482.0
final,2,round_02_mimo.log,4096,32686,48,BN256-grouped,5456.0,5452.4,5461.0,452.3,322.0
final,2,round_02_mimo.log,8192,65538,48,BN256-grouped,10582.0,10575.5,10588.0,467.6,236.0
final,3,round_03_mimo.log,8,64,39,BN256-grouped,459.4,453.2,459.4,10.5,1806.0
final,3,round_03_mimo.log,16,118,45,BN256-grouped,608.4,594.6,614.8,14.6,1575.0
final,3,round_03_mimo.log,32,241,48,BN256-grouped,540.7,532.3,542.0,33.7,1895.0
final,3,round_03_mimo.log,64,546,48,BN256-grouped,546.9,547.7,556.0,75.4,1886.0
final,3,round_03_mimo.log,128,984,48,BN256-grouped,573.1,562.8,573.1,129.6,1817.0
final,3,round_03_mimo.log,256,2037,48,BN256-grouped,614.4,601.1,614.4,250.3,1734.0
final,3,round_03_mimo.log,512,4097,48,BN256-grouped,1024.0,1018.5,1024.0,302.1,1085.0
final,3,round_03_mimo.log,1024,8140,48,BN256-grouped,1547.0,1543.1,1549.0,397.3,777.0
final,3,round_03_mimo.log,2048,16409,48,BN256-grouped,2900.0,2894.8,2900.0,427.2,479.0
final,3,round_03_mimo.log,4096,32686,48,BN256-grouped,5437.0,5432.5,5437.0,453.9,323.0
final,3,round_03_mimo.log,8192,65538,48,BN256-grouped,10559.0,10567.0,10577.0,468.6,236.0
final,4,round_04_mimo.log,8,64,39,BN256-grouped,438.6,434.2,438.6,11.0,1892.0
final,4,round_04_mimo.log,16,118,45,BN256-grouped,498.3,495.0,499.0,17.9,1923.0
final,4,round_04_mimo.log,32,241,48,BN256-grouped,517.7,515.2,522.3,35.1,1979.0
final,4,round_04_mimo.log,64,546,48,BN256-grouped,541.7,535.5,541.7,76.1,1904.0
final,4,round_04_mimo.log,128,984,48,BN256-grouped,578.1,571.4,579.9,128.5,1801.0
final,4,round_04_mimo.log,256,2037,48,BN256-grouped,554.4,550.9,554.6,277.4,1921.0
final,4,round_04_mimo.log,512,4097,48,BN256-grouped,1028.0,1020.1,1028.0,300.9,1081.0
final,4,round_04_mimo.log,1024,8140,48,BN256-grouped,1524.0,1519.9,1525.0,403.2,789.0
final,4,round_04_mimo.log,2048,16409,48,BN256-grouped,2899.0,2891.4,2899.0,427.3,479.0
final,4,round_04_mimo.log,4096,32686,48,BN256-grouped,5458.0,5457.4,5464.0,452.1,322.0
final,4,round_04_mimo.log,8192,65538,48,BN256-grouped,10587.0,10583.2,10594.0,467.4,236.0
final,5,round_05_mimo.log,8,64,39,BN256-grouped,443.7,437.6,443.7,10.9,1870.0
final,5,round_05_mimo.log,16,118,45,BN256-grouped,557.9,549.7,561.8,16.0,1718.0
final,5,round_05_mimo.log,32,241,48,BN256-grouped,530.0,521.7,530.0,34.3,1933.0
final,5,round_05_mimo.log,64,546,48,BN256-grouped,525.6,522.3,526.5,78.4,1962.0
final,5,round_05_mimo.log,128,984,48,BN256-grouped,560.0,552.7,560.0,132.7,1860.0
final,5,round_05_mimo.log,256,2037,48,BN256-grouped,556.3,550.4,556.3,276.4,1915.0
final,5,round_05_mimo.log,512,4097,48,BN256-grouped,1026.0,1020.8,1026.0,301.5,1083.0
final,5,round_05_mimo.log,1024,8140,48,BN256-grouped,1543.0,1535.4,1543.0,398.3,779.0
final,5,round_05_mimo.log,2048,16409,48,BN256-grouped,2912.0,2900.8,2912.0,425.4,477.0
final,5,round_05_mimo.log,4096,32686,48,BN256-grouped,5454.0,5455.1,5465.0,452.5,322.0
final,5,round_05_mimo.log,8192,65538,48,BN256-grouped,10618.0,10601.6,10619.0,466.0,235.0
final,6,round_06_mimo.log,8,64,39,BN256-grouped,468.9,462.9,474.1,10.3,1769.0
final,6,round_06_mimo.log,16,118,45,BN256-grouped,513.4,507.2,515.6,17.4,1866.0
final,6,round_06_mimo.log,32,241,48,BN256-grouped,542.9,534.5,542.9,33.5,1887.0
final,6,round_06_mimo.log,64,546,48,BN256-grouped,529.2,525.9,531.4,77.9,1949.0
final,6,round_06_mimo.log,128,984,48,BN256-grouped,638.9,621.4,641.7,116.3,1630.0
final,6,round_06_mimo.log,256,2037,48,BN256-grouped,606.5,595.4,612.0,253.6,1756.0
final,6,round_06_mimo.log,512,4097,48,BN256-grouped,1040.0,1035.9,1051.0,297.4,1069.0
final,6,round_06_mimo.log,1024,8140,48,BN256-grouped,1556.0,1547.9,1563.0,395.0,773.0
final,6,round_06_mimo.log,2048,16409,48,BN256-grouped,2913.0,2903.4,2913.0,425.3,477.0
final,6,round_06_mimo.log,4096,32686,48,BN256-grouped,5480.0,5480.4,5492.0,450.3,320.0
final,6,round_06_mimo.log,8192,65538,48,BN256-grouped,10615.0,10599.9,10615.0,466.1,235.0
final,7,round_07_mimo.log,8,64,39,BN256-grouped,466.6,473.1,487.0,10.4,1778.0
final,7,round_07_mimo.log,16,118,45,BN256-grouped,483.1,485.3,487.7,18.4,1984.0
final,7,round_07_mimo.log,32,241,48,BN256-grouped,530.8,582.3,597.2,34.3,1931.0
final,7,round_07_mimo.log,64,546,48,BN256-grouped,546.0,552.3,559.2,75.5,1889.0
final,7,round_07_mimo.log,128,984,48,BN256-grouped,543.0,545.7,550.8,136.8,1918.0
final,7,round_07_mimo.log,256,2037,48,BN256-grouped,558.8,558.8,563.5,275.2,1906.0
final,7,round_07_mimo.log,512,4097,48,BN256-grouped,1013.0,1013.1,1017.0,305.3,1097.0
final,7,round_07_mimo.log,1024,8140,48,BN256-grouped,1622.0,1610.9,1627.0,378.9,741.0
final,7,round_07_mimo.log,2048,16409,48,BN256-grouped,2898.0,2892.2,2898.0,427.5,479.0
final,7,round_07_mimo.log,4096,32686,48,BN256-grouped,5439.0,5449.0,5455.0,453.7,323.0
final,7,round_07_mimo.log,8192,65538,48,BN256-grouped,10541.0,10543.4,10551.0,469.4,237.0
final,8,round_08_mimo.log,8,64,39,BN256-grouped,462.6,464.3,474.8,10.4,1793.0
final,8,round_08_mimo.log,16,118,45,BN256-grouped,480.6,494.7,499.4,18.5,1994.0
final,8,round_08_mimo.log,32,241,48,BN256-grouped,518.9,533.6,541.9,35.1,1974.0
final,8,round_08_mimo.log,64,546,48,BN256-grouped,542.2,556.4,565.0,76.0,1903.0
final,8,round_08_mimo.log,128,984,48,BN256-grouped,538.3,537.9,541.9,138.0,1935.0
final,8,round_08_mimo.log,256,2037,48,BN256-grouped,541.5,572.6,581.4,284.0,1967.0
final,8,round_08_mimo.log,512,4097,48,BN256-grouped,1046.0,1052.1,1063.0,295.7,1063.0
final,8,round_08_mimo.log,1024,8140,48,BN256-grouped,1556.0,1571.0,1591.0,395.0,773.0
final,8,round_08_mimo.log,2048,16409,48,BN256-grouped,2902.0,2899.4,2909.0,426.9,479.0
final,8,round_08_mimo.log,4096,32686,48,BN256-grouped,5463.0,5461.2,5473.0,451.7,321.0
final,8,round_08_mimo.log,8192,65538,48,BN256-grouped,10595.0,10596.3,10611.0,467.0,236.0
final,9,round_09_mimo.log,8,64,39,BN256-grouped,525.0,515.9,532.1,9.2,1580.0
final,9,round_09_mimo.log,16,118,45,BN256-grouped,497.3,492.7,497.3,17.9,1927.0
final,9,round_09_mimo.log,32,241,48,BN256-grouped,536.3,526.2,536.4,33.9,1911.0
final,9,round_09_mimo.log,64,546,48,BN256-grouped,560.3,552.9,560.3,73.6,1841.0
final,9,round_09_mimo.log,128,984,48,BN256-grouped,568.7,560.0,568.7,130.6,1831.0
final,9,round_09_mimo.log,256,2037,48,BN256-grouped,567.7,563.8,569.8,270.9,1876.0
final,9,round_09_mimo.log,512,4097,48,BN256-grouped,1023.0,1029.6,1038.0,302.4,1087.0
final,9,round_09_mimo.log,1024,8140,48,BN256-grouped,1566.0,1557.8,1569.0,392.4,768.0
final,9,round_09_mimo.log,2048,16409,48,BN256-grouped,2911.0,2904.0,2912.0,425.6,477.0
final,9,round_09_mimo.log,4096,32686,48,BN256-grouped,5466.0,5468.5,5482.0,451.5,321.0
final,9,round_09_mimo.log,8192,65538,48,BN256-grouped,10571.0,10560.2,10576.0,468.1,236.0
final,10,round_10_mimo.log,8,64,39,BN256-grouped,425.7,452.7,461.4,11.3,1948.0
final,10,round_10_mimo.log,16,118,45,BN256-grouped,480.0,512.1,520.2,18.6,1996.0
final,10,round_10_mimo.log,32,241,48,BN256-grouped,503.3,528.2,536.7,36.2,2036.0
final,10,round_10_mimo.log,64,546,48,BN256-grouped,514.8,552.9,561.0,80.1,2004.0
final,10,round_10_mimo.log,128,984,48,BN256-grouped,604.6,597.6,611.1,122.9,1722.0
final,10,round_10_mimo.log,256,2037,48,BN256-grouped,542.1,570.1,578.5,283.7,1965.0
final,10,round_10_mimo.log,512,4097,48,BN256-grouped,1019.0,1019.9,1025.0,303.5,1091.0
