source,round,log,m,recv,experts,layout,rank0_us,mean_rank_us,max_rank_us,tflops,hbm_gbs
final,10,round_10_mimo.log,1024,8140,48,BN256-grouped,1520.0,1524.2,1531.0,404.3,791.0
final,10,round_10_mimo.log,2048,16409,48,BN256-grouped,2872.0,2898.0,2908.0,431.4,484.0
final,10,round_10_mimo.log,4096,32686,48,BN256-grouped,5437.0,5462.5,5477.0,453.9,323.0
final,10,round_10_mimo.log,8192,65538,48,BN256-grouped,10541.0,10572.0,10585.0,469.4,237.0
final,11,round_11_mimo.log,8,64,39,BN256-grouped,430.3,432.3,438.0,11.2,1928.0
final,11,round_11_mimo.log,16,118,45,BN256-grouped,571.2,565.7,580.6,15.6,1678.0
final,11,round_11_mimo.log,32,241,48,BN256-grouped,631.9,616.3,641.5,28.8,1622.0
final,11,round_11_mimo.log,64,546,48,BN256-grouped,571.4,579.4,592.4,72.1,1805.0
final,11,round_11_mimo.log,128,984,48,BN256-grouped,599.6,587.6,600.5,123.9,1737.0
final,11,round_11_mimo.log,256,2037,48,BN256-grouped,568.7,569.3,580.4,270.4,1873.0
final,11,round_11_mimo.log,512,4097,48,BN256-grouped,1028.0,1027.4,1035.0,300.9,1081.0
final,11,round_11_mimo.log,1024,8140,48,BN256-grouped,1552.0,1548.8,1557.0,396.0,775.0
final,11,round_11_mimo.log,2048,16409,48,BN256-grouped,2907.0,2898.9,2907.0,426.2,478.0
final,11,round_11_mimo.log,4096,32686,48,BN256-grouped,5454.0,5449.0,5457.0,452.5,322.0
final,11,round_11_mimo.log,8192,65538,48,BN256-grouped,10592.0,10575.5,10593.0,467.1,236.0
final,12,round_12_mimo.log,8,64,39,BN256-grouped,461.6,458.6,467.1,10.5,1797.0
final,12,round_12_mimo.log,16,118,45,BN256-grouped,513.2,512.9,519.0,17.4,1867.0
final,12,round_12_mimo.log,32,241,48,BN256-grouped,531.8,525.2,533.0,34.2,1927.0
final,12,round_12_mimo.log,64,546,48,BN256-grouped,593.7,583.6,596.5,69.4,1737.0
final,12,round_12_mimo.log,128,984,48,BN256-grouped,634.0,620.7,640.2,117.2,1643.0
final,12,round_12_mimo.log,256,2037,48,BN256-grouped,592.6,586.6,596.0,259.5,1797.0
final,12,round_12_mimo.log,512,4097,48,BN256-grouped,1031.0,1029.2,1035.0,300.0,1078.0
final,12,round_12_mimo.log,1024,8140,48,BN256-grouped,1560.0,1552.8,1561.0,393.9,771.0
final,12,round_12_mimo.log,2048,16409,48,BN256-grouped,2925.0,2918.1,2930.0,423.5,475.0
final,12,round_12_mimo.log,4096,32686,48,BN256-grouped,5459.0,5454.5,5459.0,452.0,322.0
final,12,round_12_mimo.log,8192,65538,48,BN256-grouped,10546.0,10539.4,10547.0,469.2,237.0
final,13,round_13_mimo.log,8,64,39,BN256-grouped,436.1,433.5,436.8,11.1,1902.0
final,13,round_13_mimo.log,16,118,45,BN256-grouped,568.3,558.9,574.3,15.7,1686.0
final,13,round_13_mimo.log,32,241,48,BN256-grouped,602.4,584.6,602.4,30.2,1701.0
final,13,round_13_mimo.log,64,546,48,BN256-grouped,529.3,525.4,529.3,77.9,1949.0
final,13,round_13_mimo.log,128,984,48,BN256-grouped,627.8,610.8,627.8,118.3,1659.0
final,13,round_13_mimo.log,256,2037,48,BN256-grouped,562.3,557.2,562.3,273.5,1894.0
final,13,round_13_mimo.log,512,4097,48,BN256-grouped,1043.0,1033.6,1043.0,296.6,1066.0
final,13,round_13_mimo.log,1024,8140,48,BN256-grouped,1546.0,1542.4,1548.0,397.5,778.0
final,13,round_13_mimo.log,2048,16409,48,BN256-grouped,2886.0,2878.9,2886.0,429.3,481.0
final,13,round_13_mimo.log,4096,32686,48,BN256-grouped,5458.0,5450.4,5458.0,452.1,322.0
final,13,round_13_mimo.log,8192,65538,48,BN256-grouped,10565.0,10555.8,10566.0,468.3,236.0
final,14,round_14_mimo.log,8,64,39,BN256-grouped,431.8,434.5,440.0,11.2,1921.0
final,14,round_14_mimo.log,16,118,45,BN256-grouped,499.6,497.2,502.6,17.8,1918.0
final,14,round_14_mimo.log,32,241,48,BN256-grouped,541.6,539.2,548.3,33.6,1892.0
final,14,round_14_mimo.log,64,546,48,BN256-grouped,537.8,542.7,548.3,76.7,1918.0
final,14,round_14_mimo.log,128,984,48,BN256-grouped,538.2,538.4,543.8,138.0,1935.0
final,14,round_14_mimo.log,256,2037,48,BN256-grouped,561.5,564.3,569.3,273.9,1897.0
final,14,round_14_mimo.log,512,4097,48,BN256-grouped,1019.0,1026.2,1033.0,303.5,1091.0
final,14,round_14_mimo.log,1024,8140,48,BN256-grouped,1521.0,1532.5,1539.0,404.0,791.0
final,14,round_14_mimo.log,2048,16409,48,BN256-grouped,2883.0,2889.1,2893.0,429.7,482.0
final,14,round_14_mimo.log,4096,32686,48,BN256-grouped,5443.0,5443.8,5447.0,453.4,323.0
final,14,round_14_mimo.log,8192,65538,48,BN256-grouped,10527.0,10527.7,10532.0,470.0,237.0
final,15,round_15_mimo.log,8,64,39,BN256-grouped,467.1,460.8,469.5,10.3,1776.0
final,15,round_15_mimo.log,16,118,45,BN256-grouped,524.7,519.2,529.2,17.0,1826.0
final,15,round_15_mimo.log,32,241,48,BN256-grouped,527.4,520.0,527.4,34.5,1943.0
final,15,round_15_mimo.log,64,546,48,BN256-grouped,601.8,585.4,601.8,68.5,1714.0
final,15,round_15_mimo.log,128,984,48,BN256-grouped,545.6,563.8,573.3,136.2,1909.0
final,15,round_15_mimo.log,256,2037,48,BN256-grouped,560.6,556.4,562.2,274.3,1900.0
final,15,round_15_mimo.log,512,4097,48,BN256-grouped,1049.0,1035.2,1049.0,294.9,1060.0
final,15,round_15_mimo.log,1024,8140,48,BN256-grouped,1560.0,1547.9,1560.0,393.9,771.0
final,15,round_15_mimo.log,2048,16409,48,BN256-grouped,2921.0,2908.0,2921.0,424.1,475.0
final,15,round_15_mimo.log,4096,32686,48,BN256-grouped,5458.0,5445.6,5458.0,452.1,322.0
final,15,round_15_mimo.log,8192,65538,48,BN256-grouped,10552.0,10546.1,10555.0,468.9,237.0
final,16,round_16_mimo.log,8,64,39,BN256-grouped,484.1,473.4,484.1,10.0,1714.0
final,16,round_16_mimo.log,16,118,45,BN256-grouped,502.7,496.2,502.7,17.7,1906.0
final,16,round_16_mimo.log,32,241,48,BN256-grouped,501.8,497.7,501.8,36.3,2042.0
final,16,round_16_mimo.log,64,546,48,BN256-grouped,544.0,539.4,544.6,75.8,1896.0
final,16,round_16_mimo.log,128,984,48,BN256-grouped,571.2,560.6,571.2,130.0,1823.0
final,16,round_16_mimo.log,256,2037,48,BN256-grouped,565.9,555.8,565.9,271.8,1882.0
final,16,round_16_mimo.log,512,4097,48,BN256-grouped,1032.0,1022.1,1032.0,299.7,1077.0
final,16,round_16_mimo.log,1024,8140,48,BN256-grouped,1534.0,1525.1,1534.0,400.6,784.0
final,16,round_16_mimo.log,2048,16409,48,BN256-grouped,2908.0,2897.1,2908.0,426.0,478.0
final,16,round_16_mimo.log,4096,32686,48,BN256-grouped,5449.0,5448.2,5454.0,452.9,322.0
final,16,round_16_mimo.log,8192,65538,48,BN256-grouped,10575.0,10563.4,10575.0,467.9,236.0
final,17,round_17_mimo.log,8,64,39,BN256-grouped,434.2,434.1,437.9,11.1,1910.0
final,17,round_17_mimo.log,16,118,45,BN256-grouped,500.5,496.7,500.6,17.8,1914.0
final,17,round_17_mimo.log,32,241,48,BN256-grouped,625.9,604.8,625.9,29.1,1637.0
final,17,round_17_mimo.log,64,546,48,BN256-grouped,534.2,529.7,534.2,77.2,1931.0
final,17,round_17_mimo.log,128,984,48,BN256-grouped,581.4,571.1,581.4,127.8,1791.0
final,17,round_17_mimo.log,256,2037,48,BN256-grouped,577.0,570.2,577.0,266.5,1846.0
final,17,round_17_mimo.log,512,4097,48,BN256-grouped,1012.0,1011.9,1013.0,305.6,1098.0
final,17,round_17_mimo.log,1024,8140,48,BN256-grouped,1550.0,1541.9,1550.0,396.5,776.0
final,17,round_17_mimo.log,2048,16409,48,BN256-grouped,2885.0,2884.5,2888.0,429.4,481.0
final,17,round_17_mimo.log,4096,32686,48,BN256-grouped,5413.0,5407.9,5413.0,455.9,324.0
final,17,round_17_mimo.log,8192,65538,48,BN256-grouped,10550.0,10545.8,10554.0,469.0,237.0
final,18,round_18_mimo.log,8,64,39,BN256-grouped,498.4,485.4,498.7,9.7,1664.0
final,18,round_18_mimo.log,16,118,45,BN256-grouped,494.9,494.4,498.9,18.0,1936.0
final,18,round_18_mimo.log,32,241,48,BN256-grouped,501.0,499.7,504.4,36.3,2045.0
final,18,round_18_mimo.log,64,546,48,BN256-grouped,567.0,556.9,567.0,72.7,1819.0
final,18,round_18_mimo.log,128,984,48,BN256-grouped,567.1,558.9,567.9,131.0,1836.0
final,18,round_18_mimo.log,256,2037,48,BN256-grouped,567.0,558.8,567.0,271.2,1878.0
final,18,round_18_mimo.log,512,4097,48,BN256-grouped,1018.0,1013.9,1019.0,303.8,1092.0
final,18,round_18_mimo.log,1024,8140,48,BN256-grouped,1539.0,1537.1,1545.0,399.3,781.0
final,18,round_18_mimo.log,2048,16409,48,BN256-grouped,2889.0,2882.5,2889.0,428.8,481.0
final,18,round_18_mimo.log,4096,32686,48,BN256-grouped,5446.0,5443.0,5448.0,453.1,322.0
final,18,round_18_mimo.log,8192,65538,48,BN256-grouped,10533.0,10537.0,10540.0,469.8,237.0
final,19,round_19_mimo.log,8,64,39,BN256-grouped,459.9,453.7,462.5,10.5,1804.0
final,19,round_19_mimo.log,16,118,45,BN256-grouped,576.2,555.7,576.2,15.5,1663.0
final,19,round_19_mimo.log,32,241,48,BN256-grouped,510.7,502.4,510.7,35.6,2006.0
final,19,round_19_mimo.log,64,546,48,BN256-grouped,538.4,533.9,539.9,76.6,1916.0
final,19,round_19_mimo.log,128,984,48,BN256-grouped,570.0,560.4,570.0,130.3,1827.0
final,19,round_19_mimo.log,256,2037,48,BN256-grouped,563.7,556.1,563.7,272.8,1889.0
final,19,round_19_mimo.log,512,4097,48,BN256-grouped,1048.0,1037.4,1048.0,295.1,1061.0
final,19,round_19_mimo.log,1024,8140,48,BN256-grouped,1573.0,1560.6,1573.0,390.7,765.0
final,19,round_19_mimo.log,2048,16409,48,BN256-grouped,3064.0,3032.0,3064.0,404.3,453.0
final,19,round_19_mimo.log,4096,32686,48,BN256-grouped,5480.0,5527.4,5546.0,450.3,320.0
final,19,round_19_mimo.log,8192,65538,48,BN256-grouped,10536.0,10529.2,10537.0,469.6,237.0
final,20,round_20_mimo.log,8,64,39,BN256-grouped,460.5,455.5,466.0,10.5,1802.0
final,20,round_20_mimo.log,16,118,45,BN256-grouped,601.8,587.1,605.7,14.8,1592.0
final,20,round_20_mimo.log,32,241,48,BN256-grouped,514.0,515.2,523.5,35.4,1993.0
final,20,round_20_mimo.log,64,546,48,BN256-grouped,638.6,622.6,641.5,64.5,1615.0
final,20,round_20_mimo.log,128,984,48,BN256-grouped,557.4,552.4,558.7,133.3,1868.0
final,20,round_20_mimo.log,256,2037,48,BN256-grouped,556.3,555.0,559.0,276.4,1915.0
final,20,round_20_mimo.log,512,4097,48,BN256-grouped,1023.0,1020.9,1026.0,302.4,1087.0
final,20,round_20_mimo.log,1024,8140,48,BN256-grouped,1536.0,1532.6,1539.0,400.1,783.0
final,20,round_20_mimo.log,2048,16409,48,BN256-grouped,2881.0,2879.7,2885.0,430.0,482.0
final,20,round_20_mimo.log,4096,32686,48,BN256-grouped,5438.0,5435.9,5443.0,453.8,323.0
final,20,round_20_mimo.log,8192,65538,48,BN256-grouped,10553.0,10548.1,10558.0,468.9,236.0
final,21,round_21_mimo.log,8,64,39,BN256-grouped,431.5,452.1,459.5,11.2,1922.0
final,21,round_21_mimo.log,16,118,45,BN256-grouped,519.8,515.5,522.4,17.1,1843.0
final,21,round_21_mimo.log,32,241,48,BN256-grouped,517.6,512.9,517.6,35.2,1980.0
final,21,round_21_mimo.log,64,546,48,BN256-grouped,562.6,563.1,570.3,73.3,1834.0
final,21,round_21_mimo.log,128,984,48,BN256-grouped,541.0,540.4,543.8,137.3,1925.0
final,21,round_21_mimo.log,256,2037,48,BN256-grouped,572.9,570.3,576.8,268.5,1859.0
final,21,round_21_mimo.log,512,4097,48,BN256-grouped,1030.0,1041.8,1048.0,300.3,1079.0
final,21,round_21_mimo.log,1024,8140,48,BN256-grouped,1551.0,1551.5,1562.0,396.2,775.0
final,21,round_21_mimo.log,2048,16409,48,BN256-grouped,2877.0,2878.5,2881.0,430.6,483.0
final,21,round_21_mimo.log,4096,32686,48,BN256-grouped,5439.0,5440.5,5447.0,453.7,323.0
final,21,round_21_mimo.log,8192,65538,48,BN256-grouped,10571.0,10570.0,10578.0,468.1,236.0
final,22,round_22_mimo.log,8,64,39,BN256-grouped,433.7,453.7,461.3,11.1,1913.0
final,22,round_22_mimo.log,16,118,45,BN256-grouped,535.2,530.6,545.9,16.6,1790.0
final,22,round_22_mimo.log,32,241,48,BN256-grouped,506.1,530.2,542.8,35.9,2025.0
final,22,round_22_mimo.log,64,546,48,BN256-grouped,526.0,560.3,570.6,78.4,1961.0
final,22,round_22_mimo.log,128,984,48,BN256-grouped,598.1,613.3,630.1,124.2,1741.0
final,22,round_22_mimo.log,256,2037,48,BN256-grouped,569.8,596.4,611.5,269.9,1869.0
final,22,round_22_mimo.log,512,4097,48,BN256-grouped,1008.0,1037.0,1050.0,306.9,1103.0
final,22,round_22_mimo.log,1024,8140,48,BN256-grouped,1510.0,1545.3,1555.0,407.0,796.0
final,22,round_22_mimo.log,2048,16409,48,BN256-grouped,2882.0,2883.6,2890.0,429.9,482.0
final,22,round_22_mimo.log,4096,32686,48,BN256-grouped,5447.0,5443.5,5450.0,453.0,322.0
final,22,round_22_mimo.log,8192,65538,48,BN256-grouped,10575.0,10584.5,10597.0,467.9,236.0
final,23,round_23_mimo.log,8,64,39,BN256-grouped,445.1,443.3,447.3,10.9,1864.0
final,23,round_23_mimo.log,16,118,45,BN256-grouped,510.5,505.8,513.9,17.5,1877.0
final,23,round_23_mimo.log,32,241,48,BN256-grouped,573.0,567.7,579.5,31.8,1788.0
final,23,round_23_mimo.log,64,546,48,BN256-grouped,539.2,551.0,562.3,76.5,1913.0
final,23,round_23_mimo.log,128,984,48,BN256-grouped,537.1,535.5,541.9,138.3,1939.0
final,23,round_23_mimo.log,256,2037,48,BN256-grouped,551.5,550.9,556.9,278.9,1931.0
final,23,round_23_mimo.log,512,4097,48,BN256-grouped,1016.0,1012.7,1017.0,304.4,1094.0
final,23,round_23_mimo.log,1024,8140,48,BN256-grouped,1522.0,1525.4,1531.0,403.8,790.0
final,23,round_23_mimo.log,2048,16409,48,BN256-grouped,2880.0,2881.9,2889.0,430.2,482.0
final,23,round_23_mimo.log,4096,32686,48,BN256-grouped,5450.0,5446.3,5450.0,452.8,322.0
final,23,round_23_mimo.log,8192,65538,48,BN256-grouped,10558.0,10554.0,10564.0,468.6,236.0
final,24,round_24_mimo.log,8,64,39,BN256-grouped,457.9,458.6,468.2,10.6,1812.0
final,24,round_24_mimo.log,16,118,45,BN256-grouped,659.9,639.2,670.1,13.5,1452.0
final,24,round_24_mimo.log,32,241,48,BN256-grouped,566.2,556.8,569.5,32.1,1810.0
final,24,round_24_mimo.log,64,546,48,BN256-grouped,566.7,573.7,585.4,72.7,1820.0
final,24,round_24_mimo.log,128,984,48,BN256-grouped,586.7,582.9,598.6,126.6,1775.0
final,24,round_24_mimo.log,256,2037,48,BN256-grouped,593.7,587.5,599.3,259.0,1794.0
final,24,round_24_mimo.log,512,4097,48,BN256-grouped,1025.0,1022.5,1030.0,301.8,1084.0
final,24,round_24_mimo.log,1024,8140,48,BN256-grouped,1576.0,1572.3,1588.0,389.9,763.0
final,24,round_24_mimo.log,2048,16409,48,BN256-grouped,2944.0,2930.6,2945.0,420.8,472.0
final,24,round_24_mimo.log,4096,32686,48,BN256-grouped,5468.0,5458.5,5468.0,451.3,321.0
final,24,round_24_mimo.log,8192,65538,48,BN256-grouped,10555.0,10562.0,10572.0,468.8,236.0
final,25,round_25_mimo.log,8,64,39,BN256-grouped,437.8,433.3,439.0,11.0,1895.0
final,25,round_25_mimo.log,16,118,45,BN256-grouped,496.2,496.5,505.0,18.0,1931.0
final,25,round_25_mimo.log,32,241,48,BN256-grouped,515.8,510.0,518.8,35.3,1986.0
final,25,round_25_mimo.log,64,546,48,BN256-grouped,539.4,535.5,543.6,76.4,1912.0
final,25,round_25_mimo.log,128,984,48,BN256-grouped,546.9,568.3,580.3,135.8,1904.0
final,25,round_25_mimo.log,256,2037,48,BN256-grouped,551.8,549.4,556.1,278.7,1930.0
final,25,round_25_mimo.log,512,4097,48,BN256-grouped,1015.0,1013.9,1022.0,304.7,1095.0
final,25,round_25_mimo.log,1024,8140,48,BN256-grouped,1540.0,1532.9,1541.0,399.1,781.0
final,25,round_25_mimo.log,2048,16409,48,BN256-grouped,2881.0,2876.4,2882.0,430.0,482.0
final,25,round_25_mimo.log,4096,32686,48,BN256-grouped,5452.0,5443.9,5452.0,452.6,322.0
final,25,round_25_mimo.log,8192,65538,48,BN256-grouped,10548.0,10549.4,10558.0,469.1,237.0
final,26,round_26_mimo.log,8,64,39,BN256-grouped,439.6,437.8,443.2,11.0,1887.0
final,26,round_26_mimo.log,16,118,45,BN256-grouped,519.1,510.2,519.1,17.2,1846.0
final,26,round_26_mimo.log,32,241,48,BN256-grouped,530.7,523.6,530.7,34.3,1931.0
final,26,round_26_mimo.log,64,546,48,BN256-grouped,536.3,541.0,549.2,76.9,1923.0
final,26,round_26_mimo.log,128,984,48,BN256-grouped,564.3,568.8,581.8,131.6,1845.0
final,26,round_26_mimo.log,256,2037,48,BN256-grouped,583.6,574.2,585.5,263.5,1825.0
final,26,round_26_mimo.log,512,4097,48,BN256-grouped,1032.0,1025.0,1032.0,299.7,1077.0
final,26,round_26_mimo.log,1024,8140,48,BN256-grouped,1555.0,1563.1,1572.0,395.2,773.0
final,26,round_26_mimo.log,2048,16409,48,BN256-grouped,2892.0,2893.6,2899.0,428.4,480.0
final,26,round_26_mimo.log,4096,32686,48,BN256-grouped,5448.0,5444.0,5448.0,453.0,322.0
final,26,round_26_mimo.log,8192,65538,48,BN256-grouped,10536.0,10530.9,10536.0,469.6,237.0
final,27,round_27_mimo.log,8,64,39,BN256-grouped,508.2,499.9,514.7,9.5,1632.0
final,27,round_27_mimo.log,16,118,45,BN256-grouped,494.5,498.0,505.3,18.0,1938.0
final,27,round_27_mimo.log,32,241,48,BN256-grouped,519.0,511.7,521.2,35.1,1974.0
final,27,round_27_mimo.log,64,546,48,BN256-grouped,561.7,554.4,562.7,73.4,1836.0
final,27,round_27_mimo.log,128,984,48,BN256-grouped,583.9,589.6,606.1,127.2,1783.0
final,27,round_27_mimo.log,256,2037,48,BN256-grouped,564.6,560.0,566.9,272.4,1886.0
final,27,round_27_mimo.log,512,4097,48,BN256-grouped,1016.0,1010.6,1016.0,304.4,1094.0
final,27,round_27_mimo.log,1024,8140,48,BN256-grouped,1571.0,1560.1,1573.0,391.2,765.0
final,27,round_27_mimo.log,2048,16409,48,BN256-grouped,2889.0,2884.4,2893.0,428.8,481.0
final,27,round_27_mimo.log,4096,32686,48,BN256-grouped,5462.0,5460.5,5473.0,451.8,321.0
final,27,round_27_mimo.log,8192,65538,48,BN256-grouped,10616.0,10605.4,10628.0,466.1,235.0
final,28,round_28_mimo.log,8,64,39,BN256-grouped,439.9,435.0,439.9,11.0,1886.0
final,28,round_28_mimo.log,16,118,45,BN256-grouped,497.3,500.1,507.1,17.9,1927.0
final,28,round_28_mimo.log,32,241,48,BN256-grouped,505.0,506.5,511.3,36.0,2029.0
final,28,round_28_mimo.log,64,546,48,BN256-grouped,563.5,556.8,566.0,73.2,1830.0
final,28,round_28_mimo.log,128,984,48,BN256-grouped,556.9,553.4,559.7,133.4,1870.0
final,28,round_28_mimo.log,256,2037,48,BN256-grouped,575.3,570.3,578.5,267.3,1851.0
final,28,round_28_mimo.log,512,4097,48,BN256-grouped,1061.0,1049.6,1061.0,291.5,1048.0
final,28,round_28_mimo.log,1024,8140,48,BN256-grouped,1548.0,1542.8,1551.0,397.0,777.0
final,28,round_28_mimo.log,2048,16409,48,BN256-grouped,2949.0,2933.0,2949.0,420.1,471.0
final,28,round_28_mimo.log,4096,32686,48,BN256-grouped,5465.0,5459.9,5469.0,451.5,321.0
final,28,round_28_mimo.log,8192,65538,48,BN256-grouped,10723.0,10694.0,10726.0,461.4,233.0
final,29,round_29_mimo.log,8,64,39,BN256-grouped,457.1,453.9,459.9,10.6,1815.0
final,29,round_29_mimo.log,16,118,45,BN256-grouped,503.3,503.6,509.1,17.7,1904.0
final,29,round_29_mimo.log,32,241,48,BN256-grouped,517.2,513.0,518.5,35.2,1981.0
final,29,round_29_mimo.log,64,546,48,BN256-grouped,541.2,540.5,547.1,76.2,1906.0
final,29,round_29_mimo.log,128,984,48,BN256-grouped,538.0,539.1,543.5,138.1,1936.0
final,29,round_29_mimo.log,256,2037,48,BN256-grouped,563.8,570.6,577.3,272.8,1889.0
final,29,round_29_mimo.log,512,4097,48,BN256-grouped,1030.0,1034.0,1043.0,300.3,1079.0
final,29,round_29_mimo.log,1024,8140,48,BN256-grouped,1540.0,1538.2,1546.0,399.1,781.0
final,29,round_29_mimo.log,2048,16409,48,BN256-grouped,2872.0,2871.0,2875.0,431.4,484.0
final,29,round_29_mimo.log,4096,32686,48,BN256-grouped,5433.0,5434.0,5438.0,454.2,323.0
final,29,round_29_mimo.log,8192,65538,48,BN256-grouped,10536.0,10534.0,10541.0,469.6,237.0
final,30,round_30_mimo.log,8,64,39,BN256-grouped,434.2,437.0,440.1,11.1,1910.0
final,30,round_30_mimo.log,16,118,45,BN256-grouped,521.1,518.2,526.2,17.1,1839.0
final,30,round_30_mimo.log,32,241,48,BN256-grouped,511.8,509.3,515.4,35.5,2002.0
final,30,round_30_mimo.log,64,546,48,BN256-grouped,537.6,536.7,543.2,76.7,1919.0
final,30,round_30_mimo.log,128,984,48,BN256-grouped,529.4,535.9,541.0,140.3,1967.0
final,30,round_30_mimo.log,256,2037,48,BN256-grouped,550.9,553.9,559.8,279.2,1933.0
final,30,round_30_mimo.log,512,4097,48,BN256-grouped,1013.0,1019.0,1025.0,305.3,1097.0
final,30,round_30_mimo.log,1024,8140,48,BN256-grouped,1539.0,1548.4,1558.0,399.3,781.0
final,30,round_30_mimo.log,2048,16409,48,BN256-grouped,2883.0,2886.0,2894.0,429.7,482.0
final,30,round_30_mimo.log,4096,32686,48,BN256-grouped,5452.0,5455.5,5464.0,452.6,322.0
final,30,round_30_mimo.log,8192,65538,48,BN256-grouped,10514.0,10522.2,10530.0,470.6,237.0
